ContractID,LocationID,LocationName,ISOBIN,LocationGroup,IsPrimary,IsTenant,InceptionDate,ExpirationDate,Street,City,SubArea2,SubArea,Area,CRESTA,PostalCode,CountryISO,Latitude,Longitude,UserGeocodeMatchLevel,GeoCoderCode,EnhancedGeoMatchLevelCode,GeocoderAccountId,BuildingValue,OtherValue,ContentsValue,TimeElementValue,DaysCovered,Currency,RiskCount,Premium,ConstructionCodeType,ConstructionCode,ConstructionOther,OccupancyCodeType,OccupancyCode,YearBuilt,NumberOfStories,GrossArea,GrossAreaUnit,BuildingHeight,BuildingHeightUnitCode,Territory,NonCatGroundUpLoss,UDF1,UDF2,UDF3,UDF4,UDF5,LocationDFID,SubAreaName,ISOConstructionCode,ISOOccupancyCode,FloorArea,FloorAreaUnitCode,FloorsOccupied,CustomFloodSOP,CustomFloodSOPType,CustomFloodZone,Defensible Space,Firewise Community Participation,FloorOfInterest,BuildingCondition,BuildingShape,Torsion,SoftStory,ShapeIrregularity,SpecialConstruction,Retrofit,ShortColumn,Ornamentation,WaterHeater,Redundancy,TallOneStory,Equipment,SealofApproval,RoofGeometry,RoofPitch,RoofCover,RoofDeck,RoofCoverAttachment,RoofDeckAttachment,RoofAnchorage,RoofAttachedStructure,RoofYearBuilt,Tank,RoofHailImpactResistance,Chimney,WallType,WallSiding,GlassType,GlassPercent,WindowProtection,ExternalDoors,BuildingExteriorOpening,BrickVeneer,FoundationConnection,FoundationType,InternalPartition,Welding,TransitionInSRC,MultiStoryHallType,LatticeType,IsValueType,ColumnBasement,ColdFormedTube,AttachedStructures,AppurtenantStructures,Pounding,TreeExposure,SmallDebris,LargeMissile,TerrainRoughness,AdjacentBuildingHeight,ProjectCompletion,ProjectPhaseCode,BasementLevelCount,BasementFinishType,CustomElevation,CustomElevationUnit,BaseFloodElevation,BaseFloodElevationUnit,FirstFloorHeight,FirstFloorHeightUnit,ServiceEquipmentProtection,WetFloodProofing,FIRMCompliance,ContentVulnerability,Certified Structures (IBHS),PPC Code,Fire Sprinklers,ContentDamageability,CargoPacking,CargoProtection,SpecieStorage,SprinklerType,SalvagePotential,LocPerils,LocLimitType,LimitBldg,LimitOther,LimitContent,LimitTime,Participation1,Participation2,DeductType,DeductBldg,DeductOther,DeductContent,DeductTime,AggregateLimitType,AggregateLimit,MinMaxDeductType,MinDeduct,MaxDeduct,AggregateDeductType,AggregateDeduct,SublimitArea,LocPerils 2,LocLimitType 2,LimitBldg 2,LimitOther 2,LimitContent 2,LimitTime 2,Participation1 2,Participation2 2,DeductType 2,DeductBldg 2,DeductOther 2,DeductContent 2,DeductTime 2,AggregateLimitType 2,AggregateLimit 2,MinMaxDeductType 2,MinDeduct 2,MaxDeduct 2,AggregateDeductType 2,AggregateDeduct 2,SublimitArea 2,LocPerils 3,LocLimitType 3,LimitBldg 3,LimitOther 3,LimitContent 3,LimitTime 3,Participation1 3,Participation2 3,DeductType 3,DeductBldg 3,DeductOther 3,DeductContent 3,DeductTime 3,AggregateLimitType 3,AggregateLimit 3,MinMaxDeductType 3,MinDeduct 3,MaxDeduct 3,AggregateDeductType 3,AggregateDeduct 3,SublimitArea 3,LocPerils 4,LocLimitType 4,LimitBldg 4,LimitOther 4,LimitContent 4,LimitTime 4,Participation1 4,Participation2 4,DeductType 4,DeductBldg 4,DeductOther 4,DeductContent 4,DeductTime 4,AggregateLimitType 4,AggregateLimit 4,MinMaxDeductType 4,MinDeduct 4,MaxDeduct 4,AggregateDeductType 4,AggregateDeduct 4,SublimitArea 4,LocPerils 5,LocLimitType 5,LimitBldg 5,LimitOther 5,LimitContent 5,LimitTime 5,Participation1 5,Participation2 5,DeductType 5,DeductBldg 5,DeductOther 5,DeductContent 5,DeductTime 5,AggregateLimitType 5,AggregateLimit 5,MinMaxDeductType 5,MinDeduct 5,MaxDeduct 5,AggregateDeductType 5,AggregateDeduct 5,SublimitArea 5,LocPerils 6,LocLimitType 6,LimitBldg 6,LimitOther 6,LimitContent 6,LimitTime 6,Participation1 6,Participation2 6,DeductType 6,DeductBldg 6,DeductOther 6,DeductContent 6,DeductTime 6,AggregateLimitType 6,AggregateLimit 6,MinMaxDeductType 6,MinDeduct 6,MaxDeduct 6,AggregateDeductType 6,AggregateDeduct 6,SublimitArea 6
400_400,400_400_5913,5913,,5913,1,0,01/01/2022,31/12/2022,1408 N H ST.,LOMPOC,,83,CA,,93436,US,34.661278,-120.456209,2 - STREET/PARCEL/BUILDING,RMS,,,2810912,0,1330447,2340962,365,USD,1,0,AIR,117,117,AIR,312,1992,1,31608,SQFT,0,M,,0,,,,,,,Santa Barbara,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5914,5914,,5914,1,0,01/01/2022,31/12/2022,32155 US HIGHWAY 79 S,TEMECULA,,65,CA,,92592,US,33.48105,-117.09739,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,800103,3543085,365,USD,1,0,AIR,117,117,AIR,312,2002,1,30138,SQFT,0,M,,0,,,,,,,Riverside,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5915,5915,,5915,1,0,01/01/2022,31/12/2022,78700 HIGHWAY 111,LA QUINTA,,65,CA,,92253,US,33.714781,-116.291968,2 - STREET/PARCEL/BUILDING,RMS,,,3604560,0,1264362,3085130,365,USD,1,0,AIR,101,101,AIR,312,2002,1,30038,SQFT,0,M,,0,,,,,,,Riverside,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5916,5916,,5916,1,0,01/01/2022,31/12/2022,141 S HIGHWAY 101,WARRENTON,,7,OR,,97146,US,46.16132,-123.89915,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,1031200,1726425,365,USD,1,0,AIR,101,101,AIR,312,1975,1,25684,SQFT,0,M,,0,,,,,,,Clatsop,,,0,SQFT,,-999,H,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5917,5917,,5917,1,0,01/01/2022,31/12/2022,1137 E. WISHKAW ST.,ABERDEEN,,27,WA,,98520,US,46.97712,-123.80292,2 - STREET/PARCEL/BUILDING,RMS,,,3276120,0,1107082,2516806,365,USD,1,0,AIR,101,101,AIR,312,1975,1,27301,SQFT,0,M,,0,,,,,,,Grays Harbor,,,0,SQFT,,-999,H,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5918,5918,,5918,1,0,01/01/2022,31/12/2022,4444 CAMINO DE LA PLAZA,SAN YSIDRO,,73,CA,,92173,US,32.54566,-117.03862,2 - STREET/PARCEL/BUILDING,RMS,,,2391495,0,1262763,8866464,365,USD,1,0,AIR,117,117,AIR,312,1995,1,30000,SQFT,0,M,,0,,,,,,,San Diego,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5919,5919,,5919,1,0,01/01/2022,31/12/2022,2410 N HIGHWAY 99W,MCMINNVILLE,,71,OR,,97128,US,45.2283,-123.17421,2 - STREET/PARCEL/BUILDING,RMS,,,2334220,0,1204486,1859498,365,USD,1,0,AIR,117,117,AIR,312,2003,1,30000,SQFT,0,M,,0,,,,,,,Yamhill,,,0,SQFT,,-999,H,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5920,5920,,5920,1,0,01/01/2022,31/12/2022,801 OAKDALE RD.,MODESTO,,99,CA,,95355,US,37.654521,-120.957934,2 - STREET/PARCEL/BUILDING,RMS,,,2479250,0,1270592,3953896,365,USD,1,0,AIR,117,117,AIR,312,2003,1,30186,SQFT,0,M,,0,,,,,,,Stanislaus,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5921,5921,,5921,1,0,01/01/2022,31/12/2022,121 BERNAL RD.,SAN JOSE,,85,CA,,95119,US,37.231661,-121.775282,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,837031,2381134,365,USD,1,0,AIR,117,117,AIR,312,2003,1,31529,SQFT,0,M,,0,,,,,,,Santa Clara,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5922,5922,,5922,1,0,01/01/2022,31/12/2022,612 NE 81ST ST.,VANCOUVER,,11,WA,,98665,US,45.68099,-122.66751,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,772062,1661827,365,USD,1,0,AIR,117,117,AIR,312,2003,1,30187,SQFT,0,M,,0,,,,,,,Clark,,,0,SQFT,,-999,H,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5923,5923,,5923,1,0,01/01/2022,31/12/2022,30141 ANTELOPE RD.,MENIFEE,,65,CA,,92584,US,33.682698,-117.169655,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,799599,4277871,365,USD,1,0,AIR,101,101,AIR,312,2003,1,30119,SQFT,0,M,,0,,,,,,,Riverside,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5924,5924,,5924,1,0,01/01/2022,31/12/2022,946 LLOYD CENTER,PORTLAND,,51,OR,,97232,US,45.53171,-122.65456,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,899364,1165294,365,USD,1,0,AIR,136,136,AIR,312,1960,2,35516,SQFT,0,M,,0,,,,,,,Multnomah,,,0,SQFT,,-999,H,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5925,5925,,5925,1,0,01/01/2022,31/12/2022,15254 SUMMIT AVE.,FONTANA,,71,CA,,92336,US,34.15015,-117.4727,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,801404,2967415,365,USD,1,0,AIR,117,117,AIR,312,2004,1,30187,SQFT,0,M,,0,,,,,,,San Bernardino,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5926,5926,,5926,1,0,01/01/2022,31/12/2022,12130 LAKEWOOD BLVD,DOWNEY,,37,CA,,90242,US,33.925826,-118.130385,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,800103,6954430,365,USD,1,0,AIR,117,117,AIR,312,2005,1,30138,SQFT,0,M,,0,,,,,,,Los Angeles,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5927,5927,,5927,1,0,01/01/2022,31/12/2022,507 VALLEY MALL PKWY,EAST WENATCHEE,,17,WA,,98802,US,47.41083,-120.29,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,767280,2855466,365,USD,1,0,AIR,117,117,AIR,312,1970,1,30000,SQFT,0,M,,0,,,,,,,Douglas,,,0,SQFT,,-999,H,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5928,5928,,5928,1,0,01/01/2022,31/12/2022,1455 MAIN ST.,WATSONVILLE,,87,CA,,95076,US,36.915636,-121.77588,2 - STREET/PARCEL/BUILDING,RMS,,,2458836,0,1260995,4700636,365,USD,1,0,AIR,117,117,AIR,312,2002,1,29958,SQFT,0,M,,0,,,,,,,Santa Cruz,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5929,5929,,5929,1,0,01/01/2022,31/12/2022,6715 CAMINO ARROYO,GILROY,,85,CA,,95020,US,37.000268,-121.55272,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,801404,2327195,365,USD,1,0,AIR,117,117,AIR,312,2001,1,30187,SQFT,0,M,,0,,,,,,,Santa Clara,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5930,5930,,5930,1,0,01/01/2022,31/12/2022,33720 YUCAIPA BLVD,YUCAIPA,,71,CA,,92399,US,34.03426,-117.06835,2 - STREET/PARCEL/BUILDING,RMS,,,3622440,0,1270634,3023426,365,USD,1,0,AIR,101,101,AIR,312,2001,1,30187,SQFT,0,M,,0,,,,,,,San Bernardino,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5931,5931,,5931,1,0,01/01/2022,31/12/2022,2519 TUSCANY ST.,CORONA,,65,CA,,92881,US,33.82474,-117.51768,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,801404,3438409,365,USD,1,0,AIR,117,117,AIR,312,2002,1,30187,SQFT,0,M,,0,,,,,,,Riverside,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5932,5932,,5932,1,0,01/01/2022,31/12/2022,2046 S MOONEY BLVD,VISALIA,,107,CA,,93277,US,36.312393,-119.311961,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,801404,4203790,365,USD,1,0,AIR,117,117,AIR,312,2004,1,30187,SQFT,0,M,,0,,,,,,,Tulare,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5933,5933,,5933,1,0,01/01/2022,31/12/2022,620 TRIANGLE SHOPPING CENTER,LONGVIEW,,15,WA,,98632,US,46.14381,-122.92943,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,761986,3701229,365,USD,1,0,AIR,117,117,AIR,312,2004,1,29793,SQFT,0,M,,0,,,,,,,Cowlitz,,,0,SQFT,,-999,H,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5934,5934,,5934,1,0,01/01/2022,31/12/2022,2415 NW KINGS BLVD,CORVALLIS,,3,OR,,97330,US,44.59093,-123.27576,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,764521,1470722,365,USD,1,0,AIR,117,117,AIR,312,1979,1,30191,SQFT,0,M,,0,,,,,,,Benton,,,0,SQFT,,-999,H,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5935,5935,,5935,1,0,01/01/2022,31/12/2022,2900 S 6TH ST.,KLAMATH FALLS,,35,OR,,97603,US,42.20915,-121.75454,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,764419,2572505,365,USD,1,0,AIR,117,117,AIR,312,2004,1,30187,SQFT,0,M,,0,,,,,,,Klamath,,,0,SQFT,,-999,H,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400_400,400_400_5936,5936,,5936,1,0,01/01/2022,31/12/2022,10864 TRINITY PKWY,STOCKTON,,77,CA,,95219,US,38.056572,-121.373954,2 - STREET/PARCEL/BUILDING,RMS,,,0,0,801404,3205275,365,USD,1,0,AIR,117,117,AIR,312,2005,1,30187,SQFT,0,M,,0,,,,,,,San Joaquin,,,0,SQFT,,-999,H,0,-999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-999,,-999,,-999,,0,0,0,0,0,,0,0,0,0,0,0,0,PES,N,0,0,0,0,1,1,N,0,0,0,0,N,0,N,0,0,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
