AccNumber,AppurtenantStructure,AreaCode,BIPOI,BITIV,BasementLevelCount,BuildingCondition,BuildingShape,BuildingTIV,City,Cladding,CondTag,ConstructionCode,ContentsTIV,CountryCode,EquipmentBracing,FloorArea,FloorAreaUnit,FloorsOccupied,FoundationConnection,FoundationType,GeocodeQuality,Geocoder,GeogName1,GeogName2,InternalPartition,IsPrimary,IsTenant,Latitude,LocCurrency,LocDed1Building,LocDed2Other,LocDed3Contents,LocDed4BI,LocDedType1Building,LocDedType2Other,LocDedType3Contents,LocDedType4BI,LocExpiryDate,LocGroup,LocInceptionDate,LocLimit1Building,LocLimit2Other,LocLimit3Contents,LocLimit4BI,LocLimitType6All,LocName,LocNumber,LocParticipation,LocPerilsCovered,Longitude,NumberOfStoreys,OccupancyCode,Ornamentation,OtherTIV,PortNumber,PostalCode,Pounding,Retrofit,RoofAnchorage,RoofAttachedStructures,RoofCover,RoofDeckAttachment,RoofGeometry,RoofPitch,ServiceEquipmentProtection,ShortColumn,SmallDebris,SoftStory,StreetAddress,WindowProtection,YearBuilt
400_400,0,CA,365,2224765.0,0,2,0,0.0,WESTMINSTER,0,,5050,809315.0,US,1,30485.0,SQFT,0,3,0,,RMS,,59,1,1,0,33.760553,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6003,01/01/2022,0.0,0.0,0.0,0.0,N,6003,400_400_6003,1.0,PES,-118.011363,1,1101,0,0.0,1,92683,4,0,0,0,0,0,0,0,0,0,0,1,6711 WESTMINSTER BLVD,0,2000
400_400,0,CA,365,1431309.0,0,2,0,0.0,CONCORD,0,,555402,801404.0,US,1,30187.0,SQFT,0,0,11,,RMS,,13,1,1,0,37.948929,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6004,01/01/2022,0.0,0.0,0.0,0.0,N,6004,400_400_6004,1.0,PES,-121.957929,1,1101,0,0.0,1,94521,4,0,0,0,0,0,0,0,0,0,0,1,5412 YGNACIO VALLEY RD.,0,2009
400_400,0,CA,365,2892161.0,0,2,0,0.0,APPLE VALLEY,0,,5106,734980.0,US,1,27685.0,SQFT,0,0,0,,RMS,,71,1,1,0,34.526765,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6005,01/01/2022,0.0,0.0,0.0,0.0,N,6005,400_400_6005,1.0,PES,-117.216122,1,1101,0,0.0,1,92307,4,0,0,0,0,0,0,0,0,0,0,1,20352 US HIGHWAY 18,0,2006
400_400,0,CA,365,5710729.0,0,0,0,0.0,LOS ANGELES,0,,5106,786219.0,US,0,33842.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.047788,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6006,01/01/2022,0.0,0.0,0.0,0.0,N,6006,400_400_6006,1.0,PES,-118.335714,1,1101,0,0.0,1,90019,4,0,0,0,0,0,0,0,0,0,0,1,4550 W. PICO BLVD.,0,1975
400_400,0,CA,365,3008355.0,0,0,0,0.0,LOS ANGELES,0,,5106,716875.0,US,0,27003.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.04324,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6007,01/01/2022,0.0,0.0,0.0,0.0,N,6007,400_400_6007,1.0,PES,-118.37686,1,1101,0,0.0,1,90035,4,0,0,0,0,0,0,0,0,0,0,1,1839 S. LA CIENEGA BLVD.,0,1975
400_400,0,CA,365,3384706.0,0,2,0,0.0,VISALIA,0,,5106,735114.0,US,1,27690.0,SQFT,0,0,0,,RMS,,107,1,1,0,36.358498,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6008,01/01/2022,0.0,0.0,0.0,0.0,N,6008,400_400_6008,1.0,PES,-119.294982,1,1101,0,0.0,1,93291,4,0,0,0,0,0,0,0,0,0,0,1,3124 N DINUBA BLVD,0,2009
400_400,0,WA,365,3216192.0,0,0,0,0.0,SEATTLE,0,,5106,657098.0,US,0,25692.0,SQFT,0,0,0,,RMS,,33,0,1,0,47.568906,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6009,01/01/2022,0.0,0.0,0.0,0.0,N,6009,400_400_6009,1.0,PES,-122.288487,1,1101,0,0.0,1,98118,0,0,0,0,0,0,0,0,0,0,0,0,3820 RAINIER AVE. S,0,1975
400_400,0,CA,365,4024850.0,0,2,0,0.0,EL CAJON,0,,5106,793121.0,US,1,29875.0,SQFT,0,0,0,,RMS,,73,1,1,0,32.796048,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6010,01/01/2022,0.0,0.0,0.0,0.0,N,6010,400_400_6010,1.0,PES,-116.963789,1,1101,0,0.0,1,92020,4,0,0,0,0,0,0,0,0,0,0,1,198 WEST MAIN STREET,0,1990
400_400,0,WA,365,1852146.0,0,0,0,0.0,SEQUIM,0,,555451,708097.0,US,0,27689.0,SQFT,0,0,0,,RMS,,9,0,1,0,48.07803,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6011,01/01/2022,0.0,0.0,0.0,0.0,N,6011,400_400_6011,1.0,PES,-123.12976,1,1101,0,0.0,1,98382,0,0,0,0,0,0,0,0,0,0,0,0,1055 WEST WASHINGTON STREET,0,2011
400_400,0,CA,365,3302854.0,0,2,0,0.0,OXNARD,0,,5106,675939.0,US,1,25461.0,SQFT,0,0,0,,RMS,,111,1,1,0,34.222452,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6012,01/01/2022,0.0,0.0,0.0,0.0,N,6012,400_400_6012,1.0,PES,-119.161382,1,1101,0,0.0,1,93036,4,0,0,0,0,0,0,0,0,0,0,1,2241 N ROSE AVE.,0,1992
400_400,0,CA,365,3465250.0,0,0,1,0.0,PARAMOUNT,0,,555451,746662.0,US,0,28125.0,SQFT,0,0,0,,RMS,,37,1,1,0,33.886391,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6013,01/01/2022,0.0,0.0,0.0,0.0,N,6013,400_400_6013,1.0,PES,-118.159062,1,1101,0,0.0,1,90723,4,6,0,0,0,0,0,0,0,0,0,1,16250 PARAMOUNT BOULEVARD,0,1980
400_400,0,WA,365,2537778.0,0,0,0,0.0,OLYMPIA,0,,55402,712701.0,US,0,27680.0,SQFT,0,0,0,,RMS,,67,0,1,0,47.04601,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6014,01/01/2022,0.0,0.0,0.0,0.0,N,6014,400_400_6014,1.0,PES,-122.93451,1,1101,0,0.0,1,98502,0,0,0,0,0,0,0,0,0,0,0,0,2735 HARRISON AVE. NW,0,2010
400_400,0,CA,365,4142564.0,0,2,1,0.0,BAKERSFIELD,0,,555451,770411.0,US,1,27500.0,SQFT,0,0,0,,RMS,,29,1,1,0,35.29614,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6015,01/01/2022,0.0,0.0,0.0,0.0,N,6015,400_400_6015,1.0,PES,-119.09244,1,1101,0,0.0,1,93311,4,6,0,0,0,0,0,0,0,0,0,1,6501 GOSFORD RD.,0,2014
400_400,0,CA,365,3183592.0,0,0,0,0.0,BUENA PARK,0,,5106,767236.0,US,0,28900.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.83199,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6016,01/01/2022,0.0,0.0,0.0,0.0,N,6016,400_400_6016,1.0,PES,-118.03001,1,1101,0,0.0,1,90620,4,0,0,0,0,0,0,0,0,0,0,1,5895 LINCOLN AVE.,0,1975
400_400,0,CA,365,1806292.0,0,0,1,2459910.0,MORGAN HILL,0,,555451,1250809.0,US,0,23967.0,SQFT,0,0,0,,RMS,,85,1,1,0,37.1242,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6017,01/01/2022,0.0,0.0,0.0,0.0,N,6017,400_400_6017,1.0,PES,-121.64978,1,1101,0,0.0,1,95037,4,6,0,0,0,0,0,0,0,0,0,1,16955 MONTEREY RD.,0,1985
400_400,0,CA,365,2627547.0,0,2,1,0.0,DALY CITY,0,,555451,1036699.0,US,1,39050.0,SQFT,0,0,0,,RMS,,81,1,1,0,37.70034,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6018,01/01/2022,0.0,0.0,0.0,0.0,N,6018,400_400_6018,1.0,PES,-122.48253,2,1101,0,0.0,1,94015,0,6,0,0,0,0,0,0,0,0,0,0,405 WESTLAKE CENTER,0,2003
400_400,0,CA,365,3100903.0,0,2,1,0.0,WEST SACRAMENTO,0,,555451,726989.0,US,1,27384.0,SQFT,0,0,0,,RMS,,113,1,1,0,38.588749,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6019,01/01/2022,0.0,0.0,0.0,0.0,N,6019,400_400_6019,1.0,PES,-121.548428,1,1101,0,0.0,1,95605,4,6,0,0,0,0,0,0,0,0,0,1,735 RIVERPOINT COURT,0,2009
400_400,0,CA,365,2677533.0,0,0,0,0.0,GARDEN GROVE,0,,5106,746795.0,US,0,28130.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.78884,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6020,01/01/2022,0.0,0.0,0.0,0.0,N,6020,400_400_6020,1.0,PES,-117.96211,1,1101,0,0.0,1,92841,4,0,0,0,0,0,0,0,0,0,0,1,9801 CHAPMAN AVE.,0,1979
400_400,0,CA,365,2396860.0,0,0,0,0.0,SAN DIEGO,0,,5106,675514.0,US,0,25445.0,SQFT,0,0,0,,RMS,,73,1,1,0,32.81797,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6021,01/01/2022,0.0,0.0,0.0,0.0,N,6021,400_400_6021,1.0,PES,-117.14965,1,1101,0,0.0,1,92111,4,0,0,0,0,0,0,0,0,0,0,1,4240 KEARNY MESA RD.,0,1975
400_400,0,CA,365,2477254.0,0,0,0,0.0,OAKLAND,0,,5106,625169.0,US,0,24400.0,SQFT,0,0,0,,RMS,,1,1,1,0,37.742967,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6022,01/01/2022,0.0,0.0,0.0,0.0,N,6022,400_400_6022,1.0,PES,-122.150247,1,1101,0,0.0,1,94605,4,0,0,0,0,0,0,0,0,0,0,1,10700 MACARTHUR BLVD,0,1975
400_400,0,CA,365,4335260.0,0,0,0,0.0,HARBOR CITY,0,,555403,772679.0,US,0,29020.0,SQFT,0,0,0,,RMS,,37,1,1,0,33.809319,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6023,01/01/2022,0.0,0.0,0.0,0.0,N,6023,400_400_6023,1.0,PES,-118.291384,1,1101,0,0.0,1,90710,4,0,0,0,0,0,0,0,0,0,0,1,902 SEPULVEDA BLVD.,0,1975
400_400,0,CA,365,2487958.0,0,0,0,0.0,RANCHO CORDOVA,0,,55403,663699.0,US,0,26968.0,SQFT,0,0,0,,RMS,,67,1,1,0,38.59403,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6024,01/01/2022,0.0,0.0,0.0,0.0,N,6024,400_400_6024,1.0,PES,-121.28533,1,1101,0,0.0,1,95670,4,0,0,0,0,0,0,0,0,0,0,1,10835 OLSON DR.,0,1980
400_400,0,CA,365,4607436.0,0,2,0,0.0,RIVERSIDE,0,,5106,804723.0,US,1,30312.0,SQFT,0,0,0,,RMS,,65,1,1,0,33.91325,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6025,01/01/2022,0.0,0.0,0.0,0.0,N,6025,400_400_6025,1.0,PES,-117.460618,1,1101,0,0.0,1,92503,4,0,0,0,0,0,0,0,0,0,0,1,10255 MAGNOLIA AVE.,0,1990
400_400,0,CA,365,2751859.0,0,0,0,0.0,LONG BEACH,0,,555403,663699.0,US,0,25000.0,SQFT,0,0,0,,RMS,,37,1,1,0,33.85646,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6026,01/01/2022,0.0,0.0,0.0,0.0,N,6026,400_400_6026,1.0,PES,-118.16822,1,1101,0,0.0,1,90805,4,0,0,0,0,0,0,0,0,0,0,1,5530 CHERRY AVE.,0,1975
400_400,0,CA,365,5618770.0,0,2,0,0.0,SIGNAL HILL,0,,555402,802996.0,US,1,30247.0,SQFT,0,0,11,,RMS,,37,1,1,0,33.8131,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6027,01/01/2022,0.0,0.0,0.0,0.0,N,6027,400_400_6027,1.0,PES,-118.18081,1,1101,0,0.0,1,90755,4,0,0,0,0,0,0,0,0,0,0,1,3055 CALIFORNIA AVE.,0,2010
400_400,0,CA,365,2755259.0,0,2,0,5244450.0,GOLETA,0,,555402,928198.0,US,1,34963.0,SQFT,0,0,11,,RMS,,83,1,1,0,34.42834,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6028,01/01/2022,0.0,0.0,0.0,0.0,N,6028,400_400_6028,1.0,PES,-119.87346,1,1101,0,0.0,1,93117,4,0,0,0,0,0,0,0,0,0,0,1,7055 MARKETPLACE DR.,0,1999
400_400,0,CA,365,2665590.0,0,2,0,0.0,SAN MARCOS,0,,5106,801404.0,US,1,30181.0,SQFT,0,0,0,,RMS,,73,1,1,0,33.14348,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6029,01/01/2022,0.0,0.0,0.0,0.0,N,6029,400_400_6029,1.0,PES,-117.19095,1,1101,0,0.0,1,92078,4,0,0,0,0,0,0,0,0,0,0,1,181 S. LAS POSAS RD.,0,2006
400_400,0,OR,365,3069595.0,0,0,0,0.0,PORTLAND,0,,5106,688653.0,US,0,27195.0,SQFT,0,0,0,,RMS,,51,0,1,0,45.49413,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6030,01/01/2022,0.0,0.0,0.0,0.0,N,6030,400_400_6030,1.0,PES,-122.57843,1,1101,0,0.0,1,97266,0,0,0,0,0,0,0,0,0,0,0,0,3900 SE 82ND AVE.,0,1978
400_400,0,CA,365,2479507.0,0,2,1,0.0,TRACY,0,,555451,750246.0,US,1,28260.0,SQFT,0,0,0,,RMS,,77,1,1,0,37.7558,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6031,01/01/2022,0.0,0.0,0.0,0.0,N,6031,400_400_6031,1.0,PES,-121.46616,1,1101,0,0.0,1,95304,4,6,0,0,0,0,0,0,0,0,0,1,2483 NAGLEE RD.,0,2006
400_400,0,CA,365,2365557.0,0,0,0,0.0,VALENCIA,0,,555401,837589.0,US,0,31550.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.387627,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6032,01/01/2022,0.0,0.0,0.0,0.0,N,6032,400_400_6032,1.0,PES,-118.57116,1,1101,0,0.0,1,91381,4,0,0,0,0,0,0,0,0,0,0,1,25610 THE OLD RD.,0,1980
400_400,0,CA,365,1803408.0,0,2,0,0.0,BREA,0,,5106,837589.0,US,1,31550.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.912859,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6033,01/01/2022,0.0,0.0,0.0,0.0,N,6033,400_400_6033,1.0,PES,-117.866819,1,1101,0,0.0,1,92821,4,0,0,0,0,0,0,0,0,0,0,1,2565 EAST IMPERIAL HIGHWAY,0,2010
400_400,0,CA,365,3359258.0,0,2,1,0.0,ALAMEDA,0,,555451,637152.0,US,1,29800.0,SQFT,0,0,0,,RMS,,1,1,1,0,37.75736,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6034,01/01/2022,0.0,0.0,0.0,0.0,N,6034,400_400_6034,1.0,PES,-122.252025,1,1101,0,0.0,1,94501,4,6,0,0,0,0,0,0,0,0,0,1,2130 SOUTH SHORE CENTER,0,2000
400_400,0,CA,365,1958329.0,0,2,1,0.0,PLEASANT HILL,0,,555451,796732.0,US,1,30011.0,SQFT,0,0,0,,RMS,,13,1,1,0,37.97722,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6035,01/01/2022,0.0,0.0,0.0,0.0,N,6035,400_400_6035,1.0,PES,-122.06597,1,1101,0,0.0,1,94523,4,6,0,0,0,0,0,0,0,0,0,1,556 CONTRA COSTA BLVD.,0,2008
400_400,0,CA,365,2244424.0,0,0,0,0.0,NEWARK,0,,5050,663699.0,US,0,25000.0,SQFT,0,3,0,,RMS,,1,1,1,0,37.552,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6036,01/01/2022,0.0,0.0,0.0,0.0,N,6036,400_400_6036,1.0,PES,-122.04846,1,1101,0,0.0,1,94560,4,0,0,0,0,0,0,0,0,0,0,1,5833 JARVIS AVE.,0,1975
400_400,0,CA,365,3860620.0,0,2,0,0.0,SAN DIEGO,0,,5106,696407.0,US,1,26232.0,SQFT,0,0,0,,RMS,,73,1,1,0,32.741742,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6037,01/01/2022,0.0,0.0,0.0,0.0,N,6037,400_400_6037,1.0,PES,-117.054754,1,1101,0,0.0,1,92115,4,0,0,0,0,0,0,0,0,0,0,1,3450 COLLEGE AVE.,0,2000
400_400,0,CA,365,4964115.0,0,2,0,0.0,HESPERIA,0,,5106,663699.0,US,1,25000.0,SQFT,0,0,0,,RMS,,71,1,1,0,34.423461,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6038,01/01/2022,0.0,0.0,0.0,0.0,N,6038,400_400_6038,1.0,PES,-117.38464,1,1101,0,0.0,1,92344,4,0,0,0,0,0,0,0,0,0,0,1,12791 MAIN STREET,0,2010
400_400,0,WA,365,1660446.0,0,0,0,0.0,WOODINVILLE,0,,555402,895160.0,US,0,35035.0,SQFT,0,0,0,,RMS,,33,0,1,0,47.757122,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6039,01/01/2022,0.0,0.0,0.0,0.0,N,6039,400_400_6039,1.0,PES,-122.1568,1,1101,0,0.0,1,98072,0,0,0,0,0,0,0,0,0,0,0,0,17849 GARDEN WAY NE,0,2000
400_400,0,WA,365,1980220.0,0,0,0,0.0,SPOKANE,0,,555403,708199.0,US,0,27690.0,SQFT,0,0,0,,RMS,,63,0,1,0,47.627201,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6040,01/01/2022,0.0,0.0,0.0,0.0,N,6040,400_400_6040,1.0,PES,-117.399587,1,1101,0,0.0,1,99203,0,0,0,0,0,0,0,0,0,0,0,0,802 EAST 29TH AVE.,0,1975
400_400,0,WA,365,1543460.0,0,0,0,0.0,REDMOND,0,,5106,668940.0,US,0,26155.0,SQFT,0,0,0,,RMS,,33,0,1,0,47.67221,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6041,01/01/2022,0.0,0.0,0.0,0.0,N,6041,400_400_6041,1.0,PES,-122.111566,1,1101,0,0.0,1,98052,0,0,0,0,0,0,0,0,0,0,0,0,17170 REDMOND WAY,0,1975
400_400,0,WA,365,1615316.0,0,0,0,0.0,LAKE FOREST PARK,0,,5050,707279.0,US,0,27690.0,SQFT,0,0,0,,RMS,,33,0,1,0,47.75404,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6042,01/01/2022,0.0,0.0,0.0,0.0,N,6042,400_400_6042,1.0,PES,-122.279589,1,1101,0,0.0,1,98155,0,0,0,0,0,0,0,0,0,0,0,0,17171 BOTHELL WAY NE,0,1964
400_400,0,WA,365,3702688.0,0,0,0,0.0,BURIEN,0,,555451,618939.0,US,0,24200.0,SQFT,0,0,0,,RMS,,33,0,1,0,47.46224,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6043,01/01/2022,0.0,0.0,0.0,0.0,N,6043,400_400_6043,1.0,PES,-122.3336,1,1101,0,0.0,1,98148,0,0,0,0,0,0,0,0,0,0,0,0,15716 FIRST AVE. SOUTH,0,1980
400_400,0,CA,365,2121733.0,0,2,1,0.0,SAN JOSE,0,,555451,786935.0,US,1,29642.0,SQFT,0,0,0,,RMS,,85,1,1,0,37.254045,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6044,01/01/2022,0.0,0.0,0.0,0.0,N,6044,400_400_6044,1.0,PES,-121.87821,1,1101,0,0.0,1,95118,4,6,0,0,0,0,0,0,0,0,0,1,5353 ALMADEN EXPRESSWAY,0,1991
400_400,0,CA,365,3390578.0,0,2,0,0.0,ESCONDIDO,0,,555402,801537.0,US,1,30412.0,SQFT,0,0,11,,RMS,,73,1,1,0,33.10935,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6045,01/01/2022,0.0,0.0,0.0,0.0,N,6045,400_400_6045,1.0,PES,-117.09789,1,1101,0,0.0,1,92029,4,0,0,0,0,0,0,0,0,0,0,1,1202 AUTO PARK WAY,0,2000
400_400,0,CA,365,3609795.0,0,0,0,0.0,SAN BERNARDINO,0,,555403,693008.0,US,0,25528.0,SQFT,0,0,0,,RMS,,71,1,1,0,34.10166,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6046,01/01/2022,0.0,0.0,0.0,0.0,N,6046,400_400_6046,1.0,PES,-117.295385,1,1101,0,0.0,1,92401,4,0,0,0,0,0,0,0,0,0,0,1,555 WEST 2ND STREET,0,1972
400_400,0,CA,365,3197291.0,0,0,0,0.0,MODESTO,0,,5106,663699.0,US,0,25000.0,SQFT,0,0,0,,RMS,,99,1,1,0,37.690694,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6047,01/01/2022,0.0,0.0,0.0,0.0,N,6047,400_400_6047,1.0,PES,-120.995147,1,1101,0,0.0,1,95356,4,0,0,0,0,0,0,0,0,0,0,1,3501 MCHENRY AVE.,0,1975
400_400,0,CA,365,3673602.0,0,0,0,0.0,GARDENA,0,,5106,786219.0,US,0,29727.0,SQFT,0,0,0,,RMS,,37,1,1,0,33.89281,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6048,01/01/2022,0.0,0.0,0.0,0.0,N,6048,400_400_6048,1.0,PES,-118.28808,1,1101,0,0.0,1,90247,4,0,0,0,0,0,0,0,0,0,0,1,711 W. REDONDO BEACH BLVD.,0,1975
400_400,0,CA,365,4484224.0,0,2,0,0.0,PALM SPRINGS,0,,5106,786219.0,US,1,30000.0,SQFT,0,0,0,,RMS,,65,1,1,0,33.816504,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6049,01/01/2022,0.0,0.0,0.0,0.0,N,6049,400_400_6049,1.0,PES,-116.490305,1,1101,0,0.0,1,92234,4,0,0,0,0,0,0,0,0,0,0,1,5200 EAST RAMON RD.,0,2012
400_400,0,CA,365,3059253.0,0,2,0,0.0,SAN PABLO,0,,5106,786219.0,US,1,31290.0,SQFT,0,0,0,,RMS,,13,1,1,0,37.95529,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6050,01/01/2022,0.0,0.0,0.0,0.0,N,6050,400_400_6050,1.0,PES,-122.33098,1,1101,0,0.0,1,94806,4,0,0,0,0,0,0,0,0,0,0,1,2455 SAN PABLO DAM RD.,0,1994
400_400,0,CA,365,1150396.0,0,0,0,0.0,SAN FRANCISCO,0,,5106,765166.0,US,0,28822.0,SQFT,0,0,0,,RMS,,75,1,1,0,37.80594,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6051,01/01/2022,0.0,0.0,0.0,0.0,N,6051,400_400_6051,1.0,PES,-122.41508,2,1101,0,0.0,1,94133,0,0,0,0,0,0,0,0,0,0,0,0,2550 TAYLOR STREET,0,1975
400_400,0,CA,365,3021330.0,0,0,0,0.0,SANTA CLARITA,0,,5106,786219.0,US,0,27200.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.41543,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6052,01/01/2022,0.0,0.0,0.0,0.0,N,6052,400_400_6052,1.0,PES,-118.47133,1,1101,0,0.0,1,91351,4,0,0,0,0,0,0,0,0,0,0,1,19242 SOLEDAD CANYON RD.,0,1985
400_400,0,CA,365,3202213.0,0,0,0,0.0,SANTA ROSA,0,,5106,747830.0,US,0,28106.0,SQFT,0,0,0,,RMS,,97,1,1,0,38.42698,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6053,01/01/2022,0.0,0.0,0.0,0.0,N,6053,400_400_6053,1.0,PES,-122.7431,1,1101,0,0.0,1,95407,4,0,0,0,0,0,0,0,0,0,0,1,2015 SEBASTOPOL RD.,0,1975
400_400,0,CA,365,0.0,0,2,0,0.0,SUSANVILLE,0,,5106,786219.0,US,1,20010.0,SQFT,0,0,0,,RMS,,35,1,1,0,40.41258,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6054,01/01/2022,0.0,0.0,0.0,0.0,N,6054,400_400_6054,1.0,PES,-120.63849,1,1101,0,0.0,1,96130,4,0,0,0,0,0,0,0,0,0,0,1,2565 MAIN STREET,0,2000
400_400,0,WA,365,4118544.0,0,0,0,0.0,PUYALLUP,0,,555451,757433.0,US,0,25101.0,SQFT,0,0,0,,RMS,,53,0,1,0,47.10198,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6055,01/01/2022,0.0,0.0,0.0,0.0,N,6055,400_400_6055,1.0,PES,-122.29393,1,1101,0,0.0,1,98375,0,0,0,0,0,0,0,0,0,0,0,0,16912 MERIDIAN E,0,2012
400_400,0,OR,365,652001.0,0,0,0,0.0,PORTLAND,0,,5106,596318.0,US,0,21547.0,SQFT,0,0,0,,RMS,,51,0,1,0,45.51794,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6056,01/01/2022,0.0,0.0,0.0,0.0,N,6056,400_400_6056,1.0,PES,-122.67535,1,1101,0,0.0,1,97204,0,0,0,0,0,0,0,0,0,0,0,0,700 SW 3RD AVE.,0,1975
400_400,0,CA,365,4108161.0,0,2,1,0.0,EL MONTE,0,,555451,828338.0,US,1,25000.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.07691,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6057,01/01/2022,0.0,0.0,0.0,0.0,N,6057,400_400_6057,1.0,PES,-118.03945,1,1101,0,0.0,1,91731,4,6,0,0,0,0,0,0,0,0,0,1,10673 VALLEY BLVD.,0,2016
400_400,0,OR,365,2321624.0,0,0,0,0.0,PORTLAND,0,,5106,749935.0,US,0,25685.0,SQFT,0,0,0,,RMS,,51,0,1,0,45.61325,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6058,01/01/2022,0.0,0.0,0.0,0.0,N,6058,400_400_6058,1.0,PES,-122.6861,1,1101,0,0.0,1,97217,0,0,0,0,0,0,0,0,0,0,0,0,1744 JANTZEN BEACH CENTER,0,1995
400_400,0,CA,365,1839691.0,0,0,0,0.0,SAN DIEGO,0,,5106,786219.0,US,0,25000.0,SQFT,0,0,0,,RMS,,73,1,1,0,32.829378,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6059,01/01/2022,0.0,0.0,0.0,0.0,N,6059,400_400_6059,1.0,PES,-117.203246,1,1101,0,0.0,1,92117,4,0,0,0,0,0,0,0,0,0,0,1,3998 CLAIREMONT MESA BLVD.,0,1980
400_400,0,CA,365,3657126.0,0,0,0,0.0,LA PUENTE,0,,5106,786219.0,US,0,25198.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.051158,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,6060,01/01/2022,0.0,0.0,0.0,0.0,N,6060,400_400_6060,1.0,PES,-117.945203,1,1101,0,0.0,1,91744,4,0,0,0,0,0,0,0,0,0,0,1,1807 N. HACIENDA BLVD.,0,1975
