AccNumber,AppurtenantStructure,AreaCode,BIPOI,BITIV,BasementLevelCount,BuildingCondition,BuildingShape,BuildingTIV,City,Cladding,CondTag,ConstructionCode,ContentsTIV,CountryCode,EquipmentBracing,FloorArea,FloorAreaUnit,FloorsOccupied,FoundationConnection,FoundationType,GeocodeQuality,Geocoder,GeogName1,GeogName2,InternalPartition,IsPrimary,IsTenant,Latitude,LocCurrency,LocDed1Building,LocDed2Other,LocDed3Contents,LocDed4BI,LocDedType1Building,LocDedType2Other,LocDedType3Contents,LocDedType4BI,LocExpiryDate,LocGroup,LocInceptionDate,LocLimit1Building,LocLimit2Other,LocLimit3Contents,LocLimit4BI,LocLimitType6All,LocName,LocNumber,LocParticipation,LocPerilsCovered,Longitude,NumberOfStoreys,OccupancyCode,Ornamentation,OtherTIV,PortNumber,PostalCode,Pounding,Retrofit,RoofAnchorage,RoofAttachedStructures,RoofCover,RoofDeckAttachment,RoofGeometry,RoofPitch,ServiceEquipmentProtection,ShortColumn,SmallDebris,SoftStory,StreetAddress,WindowProtection,YearBuilt
400_400,0,CA,365,3003835.0,0,0,0,0.0,ELK GROVE,0,,5106,679628.0,US,0,25600.0,SQFT,0,0,0,,RMS,,67,1,1,0,38.4256,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5817,01/01/2022,0.0,0.0,0.0,0.0,N,5817,400_400_5817,1.0,PES,-121.39453,1,1101,0,0.0,1,95624,4,0,0,0,0,0,0,0,0,0,0,1,9135 E STOCKTON BLVD,0,1985
400_400,0,CA,365,2882093.0,0,2,0,3000000.0,HIGHLAND,0,,5050,1052302.0,US,1,25000.0,SQFT,0,3,0,,RMS,,71,1,1,0,34.13604,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5818,01/01/2022,0.0,0.0,0.0,0.0,N,5818,400_400_5818,1.0,PES,-117.19808,1,1101,0,0.0,1,92346,4,0,0,0,0,0,0,0,0,0,0,1,4080 E HIGHLAND AVE.,0,1993
400_400,0,OR,365,2268065.0,0,0,0,0.0,EUGENE,0,,5106,649986.0,US,0,25668.0,SQFT,0,0,0,,RMS,,39,0,1,0,44.07127,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5819,01/01/2022,0.0,0.0,0.0,0.0,N,5819,400_400_5819,1.0,PES,-123.10726,1,1101,0,0.0,1,97401,0,0,0,0,0,0,0,0,0,0,0,0,1167 VALLEY RIVER DR.,0,1993
400_400,0,CA,365,3882332.0,0,2,0,0.0,CERRITOS,0,,5106,669010.0,US,1,25200.0,SQFT,0,0,0,,RMS,,37,1,1,0,33.86986,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5820,01/01/2022,0.0,0.0,0.0,0.0,N,5820,400_400_5820,1.0,PES,-118.06039,1,1101,0,0.0,1,90703,4,0,0,0,0,0,0,0,0,0,0,1,12731 TOWNE CENTER DR.,0,1993
400_400,0,CA,365,3068232.0,0,2,0,2974800.0,GARDEN GROVE,0,,5050,1043463.0,US,1,24790.0,SQFT,0,3,0,,RMS,,59,1,1,0,33.771791,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5821,01/01/2022,0.0,0.0,0.0,0.0,N,5821,400_400_5821,1.0,PES,-117.919065,1,1101,0,0.0,1,92843,4,0,0,0,0,0,0,0,0,0,0,1,13200 HARBOR BLVD,0,1992
400_400,0,CA,365,3437138.0,0,2,0,0.0,EUREKA,0,,5106,681141.0,US,1,25657.0,SQFT,0,0,0,,RMS,,23,1,1,0,40.780786,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5822,01/01/2022,0.0,0.0,0.0,0.0,N,5822,400_400_5822,1.0,PES,-124.190353,1,1101,0,0.0,1,95503,4,0,0,0,0,0,0,0,0,0,0,1,3300 BROADWAY ST.,0,1994
400_400,0,CA,365,1412756.0,0,0,0,0.0,LA JOLLA,0,,55403,670177.0,US,0,25244.0,SQFT,0,0,0,,RMS,,73,1,1,0,32.867865,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5823,01/01/2022,0.0,0.0,0.0,0.0,N,5823,400_400_5823,1.0,PES,-117.230814,1,1101,0,0.0,1,92037,4,0,0,0,0,0,0,0,0,0,0,1,8657 VILLA LA JOLLA DR.,0,1979
400_400,0,CA,365,3837339.0,0,2,0,0.0,MONTEBELLO,0,,5106,862172.0,US,1,32476.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.01767,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5824,01/01/2022,0.0,0.0,0.0,0.0,N,5824,400_400_5824,1.0,PES,-118.10672,1,1101,0,0.0,1,90640,4,0,0,0,0,0,0,0,0,0,0,1,850 W BEVERLY BLVD,0,1992
400_400,0,CA,365,2675422.0,0,2,0,2122438.0,FRESNO,0,,5106,678009.0,US,1,25539.0,SQFT,0,0,0,,RMS,,19,1,1,0,36.80722,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5825,01/01/2022,0.0,0.0,0.0,0.0,N,5825,400_400_5825,1.0,PES,-119.84568,1,1101,0,0.0,1,93722,4,0,0,0,0,0,0,0,0,0,0,1,3043 W SHAW AVE.,0,1993
400_400,0,CA,365,2939443.0,0,2,0,2846534.0,LAKE FOREST,0,,5106,1473223.0,US,1,35000.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.61542,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5826,01/01/2022,0.0,0.0,0.0,0.0,N,5826,400_400_5826,1.0,PES,-117.70321,1,1101,0,0.0,1,92630,4,0,0,0,0,0,0,0,0,0,0,1,24392 ROCKFIELD BLVD,0,1995
400_400,0,CA,365,3892131.0,0,2,0,2975360.0,LONG BEACH,0,,5106,1539897.0,US,1,36584.0,SQFT,0,0,0,,RMS,,37,1,1,0,33.7913,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5827,01/01/2022,0.0,0.0,0.0,0.0,N,5827,400_400_5827,1.0,PES,-118.13889,1,1101,0,0.0,1,90815,4,0,0,0,0,0,0,0,0,0,0,1,1990 XIMENO AVE.,0,1993
400_400,0,CA,365,2231625.0,0,2,0,2358557.0,SAN JUAN CAPISTRANO,0,,5106,1220670.0,US,1,29000.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.497205,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5828,01/01/2022,0.0,0.0,0.0,0.0,N,5828,400_400_5828,1.0,PES,-117.663342,1,1101,0,0.0,1,92675,4,0,0,0,0,0,0,0,0,0,0,1,32051 CAMINO CAPISTRANO,0,1993
400_400,0,CA,365,2907927.0,0,2,0,0.0,COSTA MESA,0,,5106,890340.0,US,1,33537.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.632508,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5829,01/01/2022,0.0,0.0,0.0,0.0,N,5829,400_400_5829,1.0,PES,-117.9167,1,1101,0,0.0,1,92627,4,0,0,0,0,0,0,0,0,0,0,1,289 E 17TH ST.,0,1996
400_400,0,CA,365,2822835.0,0,0,0,2164993.0,VENICE,0,,5106,1120491.0,US,0,26620.0,SQFT,0,0,0,,RMS,,37,1,1,0,33.99814,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5830,01/01/2022,0.0,0.0,0.0,0.0,N,5830,400_400_5830,1.0,PES,-118.46071,1,1101,0,0.0,1,90291,4,0,0,0,0,0,0,0,0,0,0,1,1400 LINCOLN BLVD,0,1986
400_400,0,CA,365,2812537.0,0,2,0,2413373.0,BURBANK,0,,5106,1249041.0,US,1,29674.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.182653,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5831,01/01/2022,0.0,0.0,0.0,0.0,N,5831,400_400_5831,1.0,PES,-118.311734,2,1101,0,0.0,1,91502,0,0,0,0,0,0,0,0,0,0,0,0,349 N SAN FERNANDO RD.,0,1994
400_400,0,CA,365,2996259.0,0,2,0,2073904.0,AUBURN,0,,5106,1073348.0,US,1,25500.0,SQFT,0,0,0,,RMS,,61,1,1,0,38.94378,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5832,01/01/2022,0.0,0.0,0.0,0.0,N,5832,400_400_5832,1.0,PES,-121.093707,1,1101,0,0.0,1,95602,4,0,0,0,0,0,0,0,0,0,0,1,2590 BELL RD.,0,1993
400_400,0,CA,365,4098092.0,0,2,0,0.0,FONTANA,0,,5106,721043.0,US,1,27160.0,SQFT,0,0,0,,RMS,,71,1,1,0,34.06334,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5833,01/01/2022,0.0,0.0,0.0,0.0,N,5833,400_400_5833,1.0,PES,-117.4324,1,1101,0,0.0,1,92337,4,0,0,0,0,0,0,0,0,0,0,1,17084 SLOVER AVE.,0,1990
400_400,0,CA,365,1938295.0,0,2,0,0.0,MILPITAS,0,,5106,716796.0,US,1,27000.0,SQFT,0,0,0,,RMS,,85,1,1,0,37.42921,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5834,01/01/2022,0.0,0.0,0.0,0.0,N,5834,400_400_5834,1.0,PES,-121.91985,1,1101,0,0.0,1,95035,4,0,0,0,0,0,0,0,0,0,0,1,239 RANCH RD. SPC 8,0,1999
400_400,0,CA,365,4949149.0,0,2,0,2212164.0,ANAHEIM,0,,5106,1144905.0,US,1,27200.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.8394,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5835,01/01/2022,0.0,0.0,0.0,0.0,N,5835,400_400_5835,1.0,PES,-117.94124,1,1101,0,0.0,1,92801,4,0,0,0,0,0,0,0,0,0,0,1,560 N. EUCLID STREET,0,1994
400_400,0,CA,365,3343817.0,0,2,0,0.0,CHINO,0,,5106,732380.0,US,1,27587.0,SQFT,0,0,0,,RMS,,71,1,1,0,34.000186,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5836,01/01/2022,0.0,0.0,0.0,0.0,N,5836,400_400_5836,1.0,PES,-117.716009,1,1101,0,0.0,1,91710,4,0,0,0,0,0,0,0,0,0,0,1,4032 GRAND AVE.,0,1996
400_400,0,CA,365,2465624.0,0,0,0,2978207.0,LOS ANGELES,0,,5106,1541370.0,US,0,36619.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.026592,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5837,01/01/2022,0.0,0.0,0.0,0.0,N,5837,400_400_5837,1.0,PES,-118.428732,1,1101,0,0.0,1,90034,4,0,0,0,0,0,0,0,0,0,0,1,3033 S SEPULVEDA BLVD,0,1962
400_400,0,CA,365,6251865.0,0,2,0,2718196.0,CHULA VISTA,0,,5106,1406802.0,US,1,33422.0,SQFT,0,0,0,,RMS,,73,1,1,0,32.60314,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5838,01/01/2022,0.0,0.0,0.0,0.0,N,5838,400_400_5838,1.0,PES,-117.08044,1,1101,0,0.0,1,91911,4,0,0,0,0,0,0,0,0,0,0,1,628 PALOMAR ST.,0,1995
400_400,0,WA,365,1695203.0,0,0,0,4758950.0,ISSAQUAH,0,,55403,1102743.0,US,0,27194.0,SQFT,0,0,0,,RMS,,33,0,1,0,47.5447,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5839,01/01/2022,0.0,0.0,0.0,0.0,N,5839,400_400_5839,1.0,PES,-122.05201,1,1101,0,0.0,1,98027,0,0,0,0,0,0,0,0,0,0,0,0,975 NW GILMAN BLVD,0,1994
400_400,0,CA,365,1571698.0,0,2,0,2455096.0,RANCHO SANTA MARGARITA,0,,5106,1144905.0,US,1,27200.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.64323,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5840,01/01/2022,0.0,0.0,0.0,0.0,N,5840,400_400_5840,1.0,PES,-117.59662,1,1101,0,0.0,1,92688,4,0,0,0,0,0,0,0,0,0,0,1,30612 SANTA MARGARITA PKWY,0,1994
400_400,0,CA,365,2173449.0,0,2,0,0.0,VISTA,0,,5106,722105.0,US,1,27200.0,SQFT,0,0,0,,RMS,,73,1,1,0,33.16987,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5841,01/01/2022,0.0,0.0,0.0,0.0,N,5841,400_400_5841,1.0,PES,-117.218509,1,1101,0,0.0,1,92083,4,0,0,0,0,0,0,0,0,0,0,1,1831 UNIVERSITY DR.,0,1994
400_400,0,WA,365,4017143.0,0,0,0,3264000.0,KENT,0,,5050,695667.0,US,0,27200.0,SQFT,0,0,0,,RMS,,33,0,1,0,47.368454,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5842,01/01/2022,0.0,0.0,0.0,0.0,N,5842,400_400_5842,1.0,PES,-122.20283,1,1101,0,0.0,1,98030,0,0,0,0,0,0,0,0,0,0,0,0,26117 104TH AVE. SE,0,1995
400_400,0,CA,365,5558558.0,0,2,0,2509424.0,SAN DIEGO,0,,5106,1115441.0,US,1,26500.0,SQFT,0,0,0,,RMS,,73,1,1,0,32.77497,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5843,01/01/2022,0.0,0.0,0.0,0.0,N,5843,400_400_5843,1.0,PES,-117.1451,1,1101,0,0.0,1,92108,4,0,0,0,0,0,0,0,0,0,0,1,8380 RIO SAN DIEGO DR.,0,1995
400_400,0,WA,365,2344497.0,0,0,0,3375000.0,SEATTLE,0,,5104,1824794.0,US,0,45000.0,SQFT,0,0,0,,RMS,,33,0,1,0,47.60958,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5844,01/01/2022,0.0,0.0,0.0,0.0,N,5844,400_400_5844,1.0,PES,-122.3376,4,1101,0,0.0,1,98101,0,0,0,0,0,0,0,0,0,0,0,0,301 PIKE ST.,0,1940
400_400,0,CA,365,2081575.0,0,2,0,2740399.0,PLACENTIA,0,,5106,1111231.0,US,1,26400.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.88772,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5845,01/01/2022,0.0,0.0,0.0,0.0,N,5845,400_400_5845,1.0,PES,-117.86571,1,1101,0,0.0,1,92870,4,0,0,0,0,0,0,0,0,0,0,1,110 E YORBA LINDA BLVD,0,1995
400_400,0,CA,365,2369834.0,0,2,0,2464123.0,LOS ANGELES,0,,5106,1143558.0,US,1,27168.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.097371,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5846,01/01/2022,0.0,0.0,0.0,0.0,N,5846,400_400_5846,1.0,PES,-118.343421,1,1101,0,0.0,1,90028,4,0,0,0,0,0,0,0,0,0,0,1,7060 W SUNSET BLVD,0,1995
400_400,0,CA,365,2117579.0,0,2,0,0.0,ENCINITAS,0,,5106,722105.0,US,1,27200.0,SQFT,0,0,0,,RMS,,73,1,1,0,33.06527,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5847,01/01/2022,0.0,0.0,0.0,0.0,N,5847,400_400_5847,1.0,PES,-117.266149,1,1101,0,0.0,1,92024,4,0,0,0,0,0,0,0,0,0,0,1,1038 N EL CAMINO REAL,0,1995
400_400,0,CA,365,1363420.0,0,2,1,0.0,SAUSALITO,0,,555451,733228.0,US,1,27619.0,SQFT,0,0,0,,RMS,,41,1,1,0,37.87471,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5848,01/01/2022,0.0,0.0,0.0,0.0,N,5848,400_400_5848,1.0,PES,-122.51138,1,1101,0,0.0,1,94965,4,6,0,0,0,0,0,0,0,0,0,1,194 DONAHUE ST.,0,1996
400_400,0,CA,365,4139930.0,0,2,0,2886900.0,PASADENA,0,,5106,1620209.0,US,1,38492.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.138093,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5849,01/01/2022,0.0,0.0,0.0,0.0,N,5849,400_400_5849,1.0,PES,-118.131783,2,1101,0,0.0,1,91106,0,0,0,0,0,0,0,0,0,0,0,0,460 S LAKE AVE.,0,1995
400_400,0,CA,365,4369414.0,0,2,0,2503893.0,CAMARILLO,0,,5106,1144905.0,US,1,27200.0,SQFT,0,0,0,,RMS,,111,1,1,0,34.21691,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5850,01/01/2022,0.0,0.0,0.0,0.0,N,5850,400_400_5850,1.0,PES,-119.07501,1,1101,0,0.0,1,93010,4,0,0,0,0,0,0,0,0,0,0,1,255 W VENTURA BLVD,0,1996
400_400,0,CA,365,2831691.0,0,2,1,0.0,RICHMOND,0,,555451,722105.0,US,1,27200.0,SQFT,0,0,0,,RMS,,13,1,1,0,37.98427,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5851,01/01/2022,0.0,0.0,0.0,0.0,N,5851,400_400_5851,1.0,PES,-122.31874,1,1101,0,0.0,1,94806,4,6,0,0,0,0,0,0,0,0,0,1,3900 KLOSE WAY,0,1996
400_400,0,CA,365,2083051.0,0,2,0,0.0,SAN DIMAS,0,,5106,722105.0,US,1,27200.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.1064,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5852,01/01/2022,0.0,0.0,0.0,0.0,N,5852,400_400_5852,1.0,PES,-117.82271,1,1101,0,0.0,1,91773,4,0,0,0,0,0,0,0,0,0,0,1,818 W ARROW HWY,0,1995
400_400,0,CA,365,4599945.0,0,2,0,0.0,GRANADA HILLS,0,,5106,787546.0,US,1,29665.0,SQFT,0,0,0,,RMS,,37,1,1,0,34.271148,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5853,01/01/2022,0.0,0.0,0.0,0.0,N,5853,400_400_5853,1.0,PES,-118.501159,1,1101,0,0.0,1,91344,4,0,0,0,0,0,0,0,0,0,0,1,16930 SAN FERNANDO MISSION BLVD,0,1996
400_400,0,CA,365,5123494.0,0,0,0,0.0,SAN FRANCISCO,0,,5106,671053.0,US,0,25277.0,SQFT,0,0,0,,RMS,,75,1,1,0,37.76586,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5854,01/01/2022,0.0,0.0,0.0,0.0,N,5854,400_400_5854,1.0,PES,-122.41014,1,1101,0,0.0,1,94103,4,0,0,0,0,0,0,0,0,0,0,1,2300 16TH ST.,0,1961
400_400,0,CA,365,2109029.0,0,2,0,0.0,HAYWARD,0,,5106,758742.0,US,1,28580.0,SQFT,0,0,0,,RMS,,1,1,1,0,37.65028,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5855,01/01/2022,0.0,0.0,0.0,0.0,N,5855,400_400_5855,1.0,PES,-122.10455,1,1101,0,0.0,1,94545,4,0,0,0,0,0,0,0,0,0,0,1,1 SOUTHLAND MALL,0,1989
400_400,0,CA,365,6542612.0,0,2,0,0.0,NATIONAL CITY,0,,5106,720114.0,US,1,27125.0,SQFT,0,0,0,,RMS,,73,1,1,0,32.65284,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5856,01/01/2022,0.0,0.0,0.0,0.0,N,5856,400_400_5856,1.0,PES,-117.08927,1,1101,0,0.0,1,91950,4,0,0,0,0,0,0,0,0,0,0,1,3420 HIGHLAND AVE.,0,1997
400_400,0,CA,365,2261823.0,0,2,0,0.0,ROSEVILLE,0,,5106,729300.0,US,1,27471.0,SQFT,0,0,0,,RMS,,61,1,1,0,38.78121,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5857,01/01/2022,0.0,0.0,0.0,0.0,N,5857,400_400_5857,1.0,PES,-121.26611,1,1101,0,0.0,1,95678,4,0,0,0,0,0,0,0,0,0,0,1,6744 STANFORD RANCH RD.,0,1997
400_400,0,CA,365,4328118.0,0,2,0,0.0,SANTA ANA,0,,5106,747592.0,US,1,28160.0,SQFT,0,0,0,,RMS,,59,1,1,0,33.7597,USD,0.0,0.0,0.0,0.0,0,0,0,0,31/12/2022,5858,01/01/2022,0.0,0.0,0.0,0.0,N,5858,400_400_5858,1.0,PES,-117.83575,1,1101,0,0.0,1,92701,4,0,0,0,0,0,0,0,0,0,0,1,2200 EAST 17TH ST.,0,1996
