UDF1,ContractID,UDF3,LayerID,LOB,InceptionDate,ExpirationDate,Perils,DedType,DedAmt1,DedAmt2,LimitType,Limit1,Limit2,AttachmentAmt,Premium,Currency,InsuredName,SubLimitArea,SubLimitOcc,SubLimitPart,SubLimitLimitType,SubLimitDedType,SubLimitDedAmt1,SubLimitDedAmt2
35364125,132683,35364125,198965,SmComml,09/20/2020,09/20/2021,PWA,N,0,0,B,321308,0,0,0,USD,SmComml,,,,,,,
35364170,132684,35364170,189863,SmComml,11/30/2020,11/30/2021,PWA,N,0,0,B,595245,0,0,0,USD,SmComml,,,,,,,
35364191,132685,35364191,198966,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,546772,0,0,0,USD,SmComml,,,,,,,
35364193,132686,35364193,184242,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,5341008,0,0,0,USD,SmComml,,,,,,,
35364490,132687,35364490,189864,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,124792,0,0,0,USD,SmComml,,,,,,,
35364507,132688,35364507,198967,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,39450000,0,0,0,USD,SmComml,,,,,,,
35364536,132689,35364536,184243,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,7199098,0,0,0,USD,SmComml,,,,,,,
35364771,132690,35364771,198968,SmComml,07/02/2020,07/02/2021,PWA,N,0,0,B,2355795,0,0,0,USD,SmComml,,,,,,,
35364786,181800,35364786,235807,SmComml,08/01/2017,09/30/2021,PWA,N,0,0,B,2721500,0,0,0,USD,SmComml,,,,,,,
35364854,132691,35364854,184244,SmComml,02/17/2021,02/17/2022,PWA,N,0,0,B,1528640,0,0,0,USD,SmComml,,,,,,,
35365137,132692,35365137,189865,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,171914,0,0,0,USD,SmComml,,,,,,,
35365153,132693,35365153,198969,SmComml,11/24/2020,11/24/2021,PWA,N,0,0,B,3204919,0,0,0,USD,SmComml,,,,,,,
35365165,132694,35365165,189866,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,4633417,0,0,0,USD,SmComml,,,,,,,
35365193,132695,35365193,184245,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,916642,0,0,0,USD,SmComml,,,,,,,
35365211,132696,35365211,184246,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,313784749,0,0,0,USD,SmComml,,,,,,,
35365223,132697,35365223,198970,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,54361551,0,0,0,USD,SmComml,,,,,,,
35365275,132698,35365275,198971,SmComml,02/01/2021,02/01/2022,PWA,N,0,0,B,74506,0,0,0,USD,SmComml,,,,,,,
35365304,132699,35365304,198972,SmComml,08/27/2020,08/27/2021,PWA,N,0,0,B,29331689,0,0,0,USD,SmComml,,,,,,,
35365315,132700,35365315,198973,SmComml,10/08/2020,10/08/2021,PWA,N,0,0,B,1018147,0,0,0,USD,SmComml,,,,,,,
35365320,132701,35365320,189867,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,81000901,0,0,0,USD,SmComml,,,,,,,
35365337,132702,35365337,198974,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,119588000,0,0,0,USD,SmComml,,,,,,,
35365366,132703,35365366,198975,SmComml,07/06/2020,07/06/2021,PWA,N,0,0,B,1744239,0,0,0,USD,SmComml,,,,,,,
35365367,132704,35365367,184247,SmComml,08/01/2020,08/01/2021,PWA,N,0,0,B,80343191,0,0,0,USD,SmComml,,,,,,,
35365379,132705,35365379,198976,SmComml,12/13/2020,12/13/2021,PWA,N,0,0,B,989509,0,0,0,USD,SmComml,,,,,,,
35365381,132706,35365381,198977,SmComml,10/05/2020,10/05/2021,PWA,N,0,0,B,2396345,0,0,0,USD,SmComml,,,,,,,
35365388,132707,35365388,189868,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,2325000,0,0,0,USD,SmComml,,,,,,,
35365426,132708,35365426,198978,SmComml,10/23/2020,10/23/2021,PWA,N,0,0,B,609793,0,0,0,USD,SmComml,,,,,,,
35365435,132709,35365435,184248,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,8304571,0,0,0,USD,SmComml,,,,,,,
35365440,132710,35365440,189869,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,505397,0,0,0,USD,SmComml,,,,,,,
35365564,132711,35365564,184249,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,71077075,0,0,0,USD,SmComml,,,,,,,
35365589,132712,35365589,184250,SmComml,02/20/2021,02/20/2022,PWA,N,0,0,B,53526614,0,0,0,USD,SmComml,,,,,,,
35365599,132713,35365599,189870,SmComml,03/20/2021,03/20/2022,PWA,N,0,0,B,3321722,0,0,0,USD,SmComml,,,,,,,
35365823,132714,35365823,189871,SmComml,10/23/2020,10/23/2021,PWA,N,0,0,B,500000000,0,0,0,USD,SmComml,,,,,,,
35365828,132715,35365828,198979,SmComml,11/03/2020,11/03/2021,PWA,N,0,0,B,32480258,0,0,0,USD,SmComml,,,,,,,
35365844,132716,35365844,184251,SmComml,12/18/2020,12/18/2021,PWA,N,0,0,B,24951333,0,0,0,USD,SmComml,,,,,,,
35365907,132717,35365907,184252,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,36330630,0,0,0,USD,SmComml,,,,,,,
35366078,132718,35366078,189872,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,1091804,0,0,0,USD,SmComml,,,,,,,
35366082,132719,35366082,184253,SmComml,03/15/2021,03/15/2022,PWA,N,0,0,B,4513793,0,0,0,USD,SmComml,,,,,,,
35366084,132720,35366084,189873,SmComml,03/10/2021,03/10/2022,PWA,N,0,0,B,5382614,0,0,0,USD,SmComml,,,,,,,
35366093,132721,35366093,198980,SmComml,03/25/2021,03/25/2022,PWA,N,0,0,B,112778,0,0,0,USD,SmComml,,,,,,,
35366526,132722,35366526,184254,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,25286904,0,0,0,USD,SmComml,,,,,,,
35366541,132723,35366541,189874,SmComml,06/30/2020,09/30/2021,PWA,N,0,0,B,59110235,0,0,0,USD,SmComml,,,,,,,
35366582,111753,35366582_WS,162228,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,5655000,0,0,0,USD,SmComml,,,,,,,
35366582,132724,35366582,184255,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,90970000,0,0,0,USD,SmComml,,,,,,,
35366750,132725,35366750,198981,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,1330408,0,0,0,USD,SmComml,,,,,,,
35366796,132726,35366796,184256,SmComml,10/29/2020,10/29/2021,PWA,N,0,0,B,2365760,0,0,0,USD,SmComml,,,,,,,
35366805,132727,35366805,189875,SmComml,01/07/2021,01/07/2022,PWA,N,0,0,B,202787,0,0,0,USD,SmComml,,,,,,,
35367122,132728,35367122,189876,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,1498677,0,0,0,USD,SmComml,,,,,,,
35367130,111754,35367130_WS,162519,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,10875000,0,0,0,USD,SmComml,,,,,,,
35367130,132729,35367130,184257,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,200930070,0,0,0,USD,SmComml,,,,,,,
35367194,132730,35367194,198982,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,15475000,0,0,0,USD,SmComml,,,,,,,
35367223,132731,35367223,184258,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,2269891,0,0,0,USD,SmComml,,,,,,,
35367591,132732,35367591,189877,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,602771,0,0,0,USD,SmComml,,,,,,,
35367634,132733,35367634,198983,SmComml,05/20/2021,05/20/2022,PWA,N,0,0,B,644713,0,0,0,USD,SmComml,,,,,,,
35367724,132734,35367724,184259,SmComml,09/11/2020,09/11/2021,PWA,N,0,0,B,1598920,0,0,0,USD,SmComml,,,,,,,
35367798,132735,35367798,184260,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,6225000,0,0,0,USD,SmComml,,,,,,,
35367829,111755,35367829_WS,162520,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,4455932,0,0,0,USD,SmComml,,,,,,,
35367830,111756,35367830_WS,163331,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,784152,0,0,0,USD,SmComml,,,,,,,
35367868,111757,35367868_WS,162521,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,12694111,0,0,0,USD,SmComml,,,,,,,
35367876,111758,35367876_WS,162522,SmComml,12/15/2020,12/15/2021,PWA,N,0,0,B,130208,0,0,0,USD,SmComml,,,,,,,
35367896,111759,35367896_WS,162523,SmComml,08/01/2020,08/01/2021,PWA,N,0,0,B,16477115,0,0,0,USD,SmComml,,,,,,,
35368060,132736,35368060,198984,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,21683915,0,0,0,USD,SmComml,,,,,,,
35368218,132737,35368218,184261,SmComml,11/14/2020,11/14/2021,PWA,N,0,0,B,410485,0,0,0,USD,SmComml,,,,,,,
35368254,132738,35368254,189878,SmComml,01/17/2021,01/17/2022,PWA,N,0,0,B,594175,0,0,0,USD,SmComml,,,,,,,
35368264,132739,35368264,189879,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,687216,0,0,0,USD,SmComml,,,,,,,
35368320,132740,35368320,184262,SmComml,10/03/2020,10/03/2021,PWA,N,0,0,B,1905520,0,0,0,USD,SmComml,,,,,,,
35368407,132741,35368407,198985,SmComml,02/17/2021,02/17/2022,PWA,N,0,0,B,2222,0,0,0,USD,SmComml,,,,,,,
35368740,132742,35368740,189880,SmComml,08/01/2020,08/01/2021,PWA,N,0,0,B,1284271,0,0,0,USD,SmComml,,,,,,,
35370042,111760,35370042_WS,162444,SmComml,01/30/2021,01/30/2022,PWA,N,0,0,B,15000,0,0,0,USD,SmComml,,,,,,,
35370042,132743,35370042,198986,SmComml,01/30/2021,01/30/2022,PWA,N,0,0,B,1868277,0,0,0,USD,SmComml,,,,,,,
35372128,111761,35372128_WS,163006,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,3071500,0,0,0,USD,SmComml,,,,,,,
35372128,132744,35372128,184263,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,64260383,0,0,0,USD,SmComml,,,,,,,
35372142,132745,35372142,198987,SmComml,12/08/2020,12/08/2021,PWA,N,0,0,B,153615,0,0,0,USD,SmComml,,,,,,,
35372525,132746,35372525,189881,SmComml,12/10/2020,12/10/2021,PWA,N,0,0,B,171996,0,0,0,USD,SmComml,,,,,,,
35372562,132747,35372562,189882,SmComml,01/17/2021,01/17/2022,PWA,N,0,0,B,2770000,0,0,0,USD,SmComml,,,,,,,
35372577,132748,35372577,198988,SmComml,01/22/2021,01/22/2022,PWA,N,0,0,B,9300000,0,0,0,USD,SmComml,,,,,,,
35372709,132749,35372709,184264,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,560962,0,0,0,USD,SmComml,,,,,,,
35372715,132750,35372715,189883,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,1677500,0,0,0,USD,SmComml,,,,,,,
35372725,132751,35372725,189884,SmComml,01/10/2021,01/10/2022,PWA,N,0,0,B,382600,0,0,0,USD,SmComml,,,,,,,
35372737,132752,35372737,189885,SmComml,02/27/2021,02/27/2022,PWA,N,0,0,B,2462791,0,0,0,USD,SmComml,,,,,,,
35372748,132753,35372748,189886,SmComml,04/08/2021,04/08/2022,PWA,N,0,0,B,6702089,0,0,0,USD,SmComml,,,,,,,
35372887,132754,35372887,184265,SmComml,04/27/2021,04/27/2022,PWA,N,0,0,B,10601960,0,0,0,USD,SmComml,,,,,,,
35372891,132755,35372891,184266,SmComml,03/20/2021,03/20/2022,PWA,N,0,0,B,14980000,0,0,0,USD,SmComml,,,,,,,
35372952,132756,35372952,189887,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,15503333,0,0,0,USD,SmComml,,,,,,,
35372968,132757,35372968,184267,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,14415340,0,0,0,USD,SmComml,,,,,,,
35372970,132758,35372970,184268,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,40271637,0,0,0,USD,SmComml,,,,,,,
35372980,132759,35372980,189888,SmComml,10/22/2020,10/22/2021,PWA,N,0,0,B,9070361,0,0,0,USD,SmComml,,,,,,,
35372983,181686,35372983,235663,SmComml,09/21/2017,09/30/2021,PWA,N,0,0,B,288838491,0,0,0,USD,SmComml,,,,,,,
35373022,132760,35373022,198989,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,585568,0,0,0,USD,SmComml,,,,,,,
35373033,132761,35373033,198990,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,1020000,0,0,0,USD,SmComml,,,,,,,
35373119,111762,35373119_WS,162021,SmComml,09/30/2020,11/30/2021,PWA,N,0,0,B,203460983,0,0,0,USD,SmComml,,,,,,,
35373193,111763,35373193_WS,162524,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,32363548,0,0,0,USD,SmComml,,,,,,,
35373292,132762,35373292,189889,SmComml,03/31/2021,03/31/2022,PWA,N,0,0,B,20700000,0,0,0,USD,SmComml,,,,,,,
35373328,132763,35373328,198991,SmComml,06/15/2021,06/15/2022,PWA,N,0,0,B,182618,0,0,0,USD,SmComml,,,,,,,
35373336,132764,35373336,189890,SmComml,04/18/2021,04/18/2022,PWA,N,0,0,B,73369121,0,0,0,USD,SmComml,,,,,,,
35373345,132765,35373345,198992,SmComml,01/07/2021,01/07/2022,PWA,N,0,0,B,1900000,0,0,0,USD,SmComml,,,,,,,
35373351,132766,35373351,184269,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,173529172,0,0,0,USD,SmComml,,,,,,,
35373372,132767,35373372,198993,SmComml,09/30/2020,09/30/2021,PWA,N,0,0,B,7123763,0,0,0,USD,SmComml,,,,,,,
35373391,132768,35373391,189891,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,133251044,0,0,0,USD,SmComml,,,,,,,
35373392,132769,35373392,184270,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,9641500,0,0,0,USD,SmComml,,,,,,,
35373407,132770,35373407,189892,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,505298,0,0,0,USD,SmComml,,,,,,,
35373437,132771,35373437,198994,SmComml,12/08/2020,12/08/2021,PWA,N,0,0,B,130417,0,0,0,USD,SmComml,,,,,,,
35373449,132772,35373449,198995,SmComml,01/15/2021,01/15/2022,PWA,N,0,0,B,5849254,0,0,0,USD,SmComml,,,,,,,
35373450,132773,35373450,198996,SmComml,02/14/2021,02/14/2022,PWA,N,0,0,B,1429340,0,0,0,USD,SmComml,,,,,,,
35373664,132774,35373664,189893,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,489821,0,0,0,USD,SmComml,,,,,,,
35373677,132775,35373677,198997,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,19304000,0,0,0,USD,SmComml,,,,,,,
35373792,132776,35373792,198998,SmComml,02/02/2021,02/02/2022,PWA,N,0,0,B,29546,0,0,0,USD,SmComml,,,,,,,
35373871,132777,35373871,198999,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,909535,0,0,0,USD,SmComml,,,,,,,
35373876,132778,35373876,199000,SmComml,01/15/2021,01/15/2022,PWA,N,0,0,B,1815394,0,0,0,USD,SmComml,,,,,,,
35373881,132779,35373881,189894,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,20433600,0,0,0,USD,SmComml,,,,,,,
35374025,132780,35374025,189895,SmComml,06/30/2020,09/30/2021,PWA,N,0,0,B,114200,0,0,0,USD,SmComml,,,,,,,
35374032,132781,35374032,199001,SmComml,07/15/2020,07/15/2021,PWA,N,0,0,B,178566,0,0,0,USD,SmComml,,,,,,,
35374054,132782,35374054,189896,SmComml,10/07/2020,10/07/2021,PWA,N,0,0,B,98153200,0,0,0,USD,SmComml,,,,,,,
35374091,132783,35374091,184271,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,96767673,0,0,0,USD,SmComml,,,,,,,
35374138,132784,35374138,199002,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,1664675,0,0,0,USD,SmComml,,,,,,,
35374157,132785,35374157,189897,SmComml,05/06/2021,05/06/2022,PWA,N,0,0,B,13647638,0,0,0,USD,SmComml,,,,,,,
35374177,132786,35374177,199003,SmComml,03/09/2021,03/09/2022,PWA,N,0,0,B,237268,0,0,0,USD,SmComml,,,,,,,
35374178,132787,35374178,199004,SmComml,04/16/2021,04/16/2022,PWA,N,0,0,B,825070,0,0,0,USD,SmComml,,,,,,,
35374183,132788,35374183,199005,SmComml,10/09/2020,10/09/2021,PWA,N,0,0,B,627365,0,0,0,USD,SmComml,,,,,,,
35374184,132789,35374184,199006,SmComml,12/02/2020,12/02/2021,PWA,N,0,0,B,1419441,0,0,0,USD,SmComml,,,,,,,
35374185,132790,35374185,199007,SmComml,12/21/2020,12/21/2021,PWA,N,0,0,B,924954,0,0,0,USD,SmComml,,,,,,,
35374196,132791,35374196,199008,SmComml,02/10/2021,02/10/2022,PWA,N,0,0,B,3166488,0,0,0,USD,SmComml,,,,,,,
35374198,132792,35374198,199009,SmComml,03/05/2021,03/05/2022,PWA,N,0,0,B,1273182,0,0,0,USD,SmComml,,,,,,,
35374213,132793,35374213,199010,SmComml,09/24/2020,09/24/2021,PWA,N,0,0,B,1508187,0,0,0,USD,SmComml,,,,,,,
35374216,132794,35374216,199011,SmComml,07/06/2020,07/06/2021,PWA,N,0,0,B,1746717,0,0,0,USD,SmComml,,,,,,,
35374291,132795,35374291,189898,SmComml,06/30/2020,09/30/2021,PWA,N,0,0,B,655164,0,0,0,USD,SmComml,,,,,,,
35374441,132796,35374441,184272,SmComml,05/31/2021,05/31/2022,PWA,N,0,0,B,3764861,0,0,0,USD,SmComml,,,,,,,
35374541,180230,35374541,233530,SmComml,06/09/2020,09/30/2021,PWA,N,0,0,B,138384,0,0,0,USD,SmComml,,,,,,,
35374672,132797,35374672,199012,SmComml,01/15/2021,01/15/2022,PWA,N,0,0,B,2891195,0,0,0,USD,SmComml,,,,,,,
35374708,132798,35374708,199013,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,14445,0,0,0,USD,SmComml,,,,,,,
35374721,132799,35374721,199014,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,1081853,0,0,0,USD,SmComml,,,,,,,
35374754,132800,35374754,199015,SmComml,04/16/2021,04/16/2022,PWA,N,0,0,B,7822625,0,0,0,USD,SmComml,,,,,,,
35374776,132801,35374776,199016,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,108070000,0,0,0,USD,SmComml,,,,,,,
35374845,132802,35374845,184273,SmComml,06/20/2020,09/30/2021,PWA,N,0,0,B,19311584,0,0,0,USD,SmComml,,,,,,,
35374858,132803,35374858,199017,SmComml,07/21/2020,07/21/2021,PWA,N,0,0,B,215000,0,0,0,USD,SmComml,,,,,,,
35374900,132804,35374900,189899,SmComml,07/21/2020,07/21/2021,PWA,N,0,0,B,17600000,0,0,0,USD,SmComml,,,,,,,
35375015,132805,35375015,199018,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,83148,0,0,0,USD,SmComml,,,,,,,
35375114,132806,35375114,189900,SmComml,04/16/2021,04/16/2022,PWA,N,0,0,B,4075949,0,0,0,USD,SmComml,,,,,,,
35375212,132807,35375212,184274,SmComml,01/25/2021,01/25/2022,PWA,N,0,0,B,20907000,0,0,0,USD,SmComml,,,,,,,
35375234,132808,35375234,184275,SmComml,03/03/2021,03/03/2022,PWA,N,0,0,B,42480565,0,0,0,USD,SmComml,,,,,,,
35375567,132809,35375567,199019,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,461199,0,0,0,USD,SmComml,,,,,,,
35375592,132810,35375592,199020,SmComml,08/01/2020,08/01/2021,PWA,N,0,0,B,96666,0,0,0,USD,SmComml,,,,,,,
35375675,132811,35375675,184276,SmComml,10/25/2020,10/25/2021,PWA,N,0,0,B,4395000,0,0,0,USD,SmComml,,,,,,,
35375689,132812,35375689,189901,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,5673177,0,0,0,USD,SmComml,,,,,,,
35375951,132813,35375951,189902,SmComml,06/30/2020,09/30/2021,PWA,N,0,0,B,2240673,0,0,0,USD,SmComml,,,,,,,
35375953,132814,35375953,189903,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,222240,0,0,0,USD,SmComml,,,,,,,
35375975,132815,35375975,189904,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,102607237,0,0,0,USD,SmComml,,,,,,,
35376058,132816,35376058,199021,SmComml,09/21/2020,09/21/2021,PWA,N,0,0,B,4643748,0,0,0,USD,SmComml,,,,,,,
35376078,132817,35376078,199022,SmComml,10/29/2020,10/29/2021,PWA,N,0,0,B,6050000,0,0,0,USD,SmComml,,,,,,,
35376337,132818,35376337,184277,SmComml,03/31/2021,03/31/2022,PWA,N,0,0,B,15185034,0,0,0,USD,SmComml,,,,,,,
35376991,132819,35376991,199023,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,10400,0,0,0,USD,SmComml,,,,,,,
35377008,132820,35377008,189905,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,35568980,0,0,0,USD,SmComml,,,,,,,
35377058,132821,35377058,199024,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,586448,0,0,0,USD,SmComml,,,,,,,
35377145,132822,35377145,199025,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,12166666,0,0,0,USD,SmComml,,,,,,,
35377188,132823,35377188,189906,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,22908028,0,0,0,USD,SmComml,,,,,,,
35377267,132824,35377267,189907,SmComml,04/02/2021,04/02/2022,PWA,N,0,0,B,2845079,0,0,0,USD,SmComml,,,,,,,
35377280,132825,35377280,199026,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,5565000,0,0,0,USD,SmComml,,,,,,,
35377311,132826,35377311,199027,SmComml,03/15/2021,03/15/2022,PWA,N,0,0,B,7777777,0,0,0,USD,SmComml,,,,,,,
35377344,132827,35377344,189908,SmComml,05/05/2021,05/05/2022,PWA,N,0,0,B,149112,0,0,0,USD,SmComml,,,,,,,
35377345,132828,35377345,189909,SmComml,08/30/2020,08/30/2021,PWA,N,0,0,B,13266678,0,0,0,USD,SmComml,,,,,,,
35377357,132829,35377357,189910,SmComml,06/03/2021,06/03/2022,PWA,N,0,0,B,366833,0,0,0,USD,SmComml,,,,,,,
35377372,132830,35377372,184278,SmComml,09/30/2020,09/30/2021,PWA,N,0,0,B,4323824,0,0,0,USD,SmComml,,,,,,,
35377382,111765,35377382_WS,162525,SmComml,07/27/2020,07/27/2021,PWA,N,0,0,B,4170000,0,0,0,USD,SmComml,,,,,,,
35377382,132831,35377382,189911,SmComml,07/27/2020,07/27/2021,PWA,N,0,0,B,29727000,0,0,0,USD,SmComml,,,,,,,
35377385,132832,35377385,199028,SmComml,08/01/2020,08/01/2021,PWA,N,0,0,B,2499199,0,0,0,USD,SmComml,,,,,,,
35377404,132833,35377404,184279,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,1100000,0,0,0,USD,SmComml,,,,,,,
35377509,132834,35377509,184280,SmComml,09/30/2020,09/30/2021,PWA,N,0,0,B,28390771,0,0,0,USD,SmComml,,,,,,,
35377531,132835,35377531,184281,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,15853777,0,0,0,USD,SmComml,,,,,,,
35377532,132836,35377532,184282,SmComml,10/23/2020,10/23/2021,PWA,N,0,0,B,4753206,0,0,0,USD,SmComml,,,,,,,
35377537,132837,35377537,184283,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,2660000,0,0,0,USD,SmComml,,,,,,,
35377538,132838,35377538,189912,SmComml,11/06/2020,11/06/2021,PWA,N,0,0,B,5569792,0,0,0,USD,SmComml,,,,,,,
35377547,132839,35377547,199029,SmComml,05/15/2021,05/15/2022,PWA,N,0,0,B,2323135,0,0,0,USD,SmComml,,,,,,,
35377551,132840,35377551,189913,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,2364199,0,0,0,USD,SmComml,,,,,,,
35377568,132841,35377568,189914,SmComml,02/15/2021,02/15/2022,PWA,N,0,0,B,1069087,0,0,0,USD,SmComml,,,,,,,
35377724,132842,35377724,199030,SmComml,08/24/2020,08/24/2021,PWA,N,0,0,B,5238102,0,0,0,USD,SmComml,,,,,,,
35377917,132843,35377917,184284,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,31922466,0,0,0,USD,SmComml,,,,,,,
35377939,132844,35377939,189915,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,224752,0,0,0,USD,SmComml,,,,,,,
35377997,132845,35377997,189916,SmComml,03/19/2021,03/19/2022,PWA,N,0,0,B,29044,0,0,0,USD,SmComml,,,,,,,
35378041,132846,35378041,189917,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,12175640,0,0,0,USD,SmComml,,,,,,,
35378044,132847,35378044,189918,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,10254485,0,0,0,USD,SmComml,,,,,,,
35378223,111766,35378223_WS,162526,SmComml,11/10/2020,11/10/2021,PWA,N,0,0,B,2748448,0,0,0,USD,SmComml,,,,,,,
35378298,111767,35378298_WS,162527,SmComml,07/30/2020,07/30/2021,PWA,N,0,0,B,1046448,0,0,0,USD,SmComml,,,,,,,
35378423,132848,35378423,199031,SmComml,03/21/2021,03/21/2022,PWA,N,0,0,B,1854280,0,0,0,USD,SmComml,,,,,,,
35378452,132849,35378452,199032,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,415049,0,0,0,USD,SmComml,,,,,,,
35378462,132850,35378462,189919,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,206131,0,0,0,USD,SmComml,,,,,,,
35378464,132851,35378464,189920,SmComml,04/09/2021,04/09/2022,PWA,N,0,0,B,35988151,0,0,0,USD,SmComml,,,,,,,
35378468,132852,35378468,199033,SmComml,06/15/2021,06/15/2022,PWA,N,0,0,B,824850,0,0,0,USD,SmComml,,,,,,,
35378510,132853,35378510,189921,SmComml,05/15/2021,05/15/2022,PWA,N,0,0,B,4273484,0,0,0,USD,SmComml,,,,,,,
35378514,132854,35378514,189922,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,650000000,0,0,0,USD,SmComml,,,,,,,
35378571,132855,35378571,189923,SmComml,07/21/2020,07/21/2021,PWA,N,0,0,B,20245,0,0,0,USD,SmComml,,,,,,,
35378577,132856,35378577,189924,SmComml,07/15/2020,07/15/2021,PWA,N,0,0,B,68669499,0,0,0,USD,SmComml,,,,,,,
35378583,132857,35378583,189925,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,5397740,0,0,0,USD,SmComml,,,,,,,
35378586,132858,35378586,199034,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,84289,0,0,0,USD,SmComml,,,,,,,
35378661,132859,35378661,189926,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,37750000,0,0,0,USD,SmComml,,,,,,,
35378920,132860,35378920,184285,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,1893628,0,0,0,USD,SmComml,,,,,,,
35379023,132861,35379023,184286,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,73728400,0,0,0,USD,SmComml,,,,,,,
35379115,132862,35379115,189927,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,3203666,0,0,0,USD,SmComml,,,,,,,
